id,loan_status,probability
82562,0,0.0049
82563,0,0.0496
82564,0,0.096
82565,0,0.0069
82566,0,0.0144
82567,0,0.0019
82568,0,0.0014
82569,1,0.9946
82570,1,0.9893
82571,1,0.9796
82572,0,0.0059
82573,0,0.0977
82574,0,0.0021
82575,1,0.987
82576,0,0.0139
82577,0,0.0019
82578,0,0.0177
82579,0,0.0185
82580,0,0.0048
82581,1,0.9303
82582,0,0.0044
82583,0,0.0009
82584,0,0.0023
82585,0,0.0222
82586,0,0.0531
82587,0,0.0004
82588,0,0.3137
82589,0,0.0004
82590,0,0.001
82591,1,0.7922
82592,1,0.9865
82593,0,0.0047
82594,0,0.0061
82595,1,0.9641
82596,0,0.0035
82597,0,0.0027
82598,0,0.0021
82599,0,0.0194
82600,0,0.0045
82601,1,0.774
82602,0,0.0197
82603,0,0.0102
82604,0,0.0053
82605,0,0.0132
82606,0,0.2212
82607,0,0.0036
82608,0,0.004
82609,0,0.1818
82610,0,0.0018
82611,0,0.1149
82612,0,0.1421
82613,1,0.9938
82614,0,0.0036
82615,1,0.9687
82616,0,0.0044
82617,0,0.0177
82618,0,0.0002
82619,0,0.005
82620,0,0.0432
82621,0,0.0206
82622,0,0.0805
82623,0,0.0006
82624,0,0.0003
82625,1,0.9897
82626,0,0.0063
82627,0,0.0493
82628,0,0.0039
82629,0,0.0002
82630,0,0.2257
82631,0,1e-04
82632,0,0.0092
82633,0,0.0087
82634,0,0.053
82635,0,0.0019
82636,1,0.9632
82637,0,0.0015
82638,0,0.0008
82639,0,0.1742
82640,0,0.002
82641,0,0.3771
82642,0,0.0182
82643,0,0.0066
82644,0,0.0267
82645,0,0.0065
82646,0,0.003
82647,0,0.0229
82648,0,0.0003
82649,0,0.001
82650,0,0.0049
82651,0,0.0004
82652,0,0.0015
82653,0,0.1565
82654,0,0.0069
82655,0,0.0178
82656,1,0.9703
82657,0,0.0125
82658,1,0.9806
82659,0,0.0028
82660,0,0.0841
82661,0,0.0853
82662,0,0.0243
82663,0,0.0232
82664,0,0.0046
82665,1,0.9782
82666,0,0.031
82667,1,0.999
82668,0,0.0505
82669,0,0.032
82670,0,0.1556
82671,1,0.8904
82672,0,0.0022
82673,0,0.0341
82674,0,0.0002
82675,0,0.0155
82676,0,0.0186
82677,0,0.0037
82678,0,0.0218
82679,0,0.0003
82680,0,0.1669
82681,0,0.0017
82682,1,0.9916
82683,0,0.0563
82684,0,0.2002
82685,0,0.001
82686,0,0.0019
82687,0,0.0715
82688,0,0.039
82689,0,0.0019
82690,0,0.0029
82691,0,0.0083
82692,0,0.0065
82693,0,0.0058
82694,0,0.0115
82695,0,1e-04
82696,0,0.101
82697,0,0.0168
82698,1,0.9987
82699,0,0.0006
82700,0,0.0004
82701,0,0.0212
82702,0,0.0
82703,0,0.0135
82704,0,0.0008
82705,0,0.001
82706,0,0.0399
82707,0,0.0126
82708,0,0.0004
82709,0,0.026
82710,0,0.0
82711,0,0.0017
82712,0,0.0089
82713,0,0.0199
82714,0,0.0873
82715,0,0.0256
82716,0,0.0061
82717,0,0.0012
82718,0,0.232
82719,0,0.1759
82720,0,0.0664
82721,0,0.0037
82722,0,0.0518
82723,0,0.0058
82724,0,0.0529
82725,1,0.9813
82726,0,0.0245
82727,0,0.0139
82728,1,0.9569
82729,0,0.0342
82730,1,0.9936
82731,0,0.0031
82732,0,0.0264
82733,0,0.0154
82734,0,0.0027
82735,0,0.0525
82736,1,0.9653
82737,0,0.0353
82738,1,0.9397
82739,0,0.161
82740,0,0.0538
82741,0,0.1003
82742,0,0.0012
82743,1,0.7316
82744,0,0.0621
82745,0,0.0002
82746,0,0.0193
82747,1,0.8709
82748,0,0.0925
82749,0,0.016
82750,0,0.0022
82751,0,0.0636
82752,0,0.0135
82753,0,0.0004
82754,0,0.0003
82755,0,0.0114
82756,0,0.0012
82757,0,0.0076
82758,0,0.006
82759,0,0.0037
82760,0,0.0041
82761,1,0.9754
82762,0,0.0083
82763,0,0.003
82764,1,0.9867
82765,0,0.0202
82766,0,1e-04
82767,1,0.9883
82768,0,0.0924
82769,0,0.0181
82770,0,0.0075
82771,0,0.0602
82772,0,0.0978
82773,0,0.0045
82774,0,0.4249
82775,0,0.0022
82776,1,0.9862
82777,0,0.0053
82778,0,0.1143
82779,0,0.0024
82780,0,0.088
82781,0,0.0685
82782,0,0.005
82783,0,0.0132
82784,0,0.07
82785,0,0.0005
82786,0,0.0031
82787,0,0.0039
82788,0,0.0183
82789,0,0.0
82790,1,0.9956
82791,1,0.9914
82792,0,0.0054
82793,0,0.0
82794,0,0.1436
82795,0,0.0073
82796,0,0.0424
82797,0,0.0089
82798,0,0.0561
82799,0,0.0125
82800,0,0.0098
82801,0,0.0417
82802,0,0.001
82803,0,0.0029
82804,0,0.0027
82805,0,0.0074
82806,0,0.004
82807,0,0.0369
82808,0,0.0267
82809,0,0.021
82810,0,0.0254
82811,1,0.9614
82812,0,0.0078
82813,0,0.0086
82814,1,0.9989
82815,1,0.9889
82816,0,0.0006
82817,0,0.0042
82818,0,0.0009
82819,0,0.0176
82820,0,0.0106
82821,0,0.0002
82822,0,0.1125
82823,1,0.9852
82824,0,1e-04
82825,0,0.0119
82826,1,0.6344
82827,0,0.0262
82828,0,0.0191
82829,0,0.0012
82830,0,0.0493
82831,0,0.0089
82832,0,0.0147
82833,0,0.0027
82834,0,0.0354
82835,0,0.0109
82836,0,0.0313
82837,0,0.0069
82838,0,0.0449
82839,0,0.0379
82840,0,0.0143
82841,1,0.9622
82842,0,0.0349
82843,0,0.0024
82844,0,0.0121
82845,0,0.0167
82846,0,0.0009
82847,0,0.0007
82848,0,0.093
82849,0,0.0707
82850,0,0.0095
82851,0,0.3868
82852,0,0.0007
82853,0,0.0012
82854,0,0.0267
82855,1,0.9497
82856,1,0.9213
82857,0,0.0509
82858,1,0.9699
82859,0,0.0202
82860,1,0.9994
82861,0,0.0043
82862,0,0.1202
82863,0,0.0257
82864,0,0.0277
82865,1,0.9953
82866,0,0.0099
82867,1,0.8188
82868,0,0.0226
82869,0,0.0485
82870,0,0.036
82871,0,0.1633
82872,0,0.0085
82873,0,0.0274
82874,0,0.0398
82875,1,0.9835
82876,0,0.0057
82877,0,0.0014
82878,0,0.0006
82879,1,0.9605
82880,0,0.1124
82881,0,0.0004
82882,1,0.9936
82883,0,0.0075
82884,0,0.0218
82885,0,0.0668
82886,0,0.0008
82887,0,0.0261
82888,0,0.01
82889,1,0.6378
82890,0,0.3469
82891,0,0.0035
82892,0,0.0779
82893,0,0.0004
82894,0,0.0245
82895,0,0.0049
82896,0,0.0074
82897,0,0.0491
82898,0,0.0197
82899,0,0.0221
82900,0,0.0312
82901,1,0.9647
82902,0,0.0424
82903,0,0.0021
82904,0,0.0003
82905,0,0.0002
82906,0,0.0524
82907,0,0.0754
82908,0,0.0008
82909,0,0.0011
82910,0,0.0004
82911,1,0.932
82912,0,0.0399
82913,0,0.0061
82914,0,0.4934
82915,0,0.0002
82916,0,0.0362
82917,0,0.2595
82918,0,0.0136
82919,0,0.0026
82920,0,0.0019
82921,0,0.0005
82922,0,0.0537
82923,0,0.0219
82924,0,0.0013
82925,0,0.0968
82926,0,0.0018
82927,0,0.0495
82928,0,0.0506
82929,0,0.0031
82930,0,0.0007
82931,1,0.9971
82932,0,0.001
82933,0,0.0002
82934,1,0.86
82935,0,0.1316
82936,0,0.0169
82937,0,0.0366
82938,0,0.1115
82939,1,0.7051
82940,0,0.0412
82941,0,0.0058
82942,0,0.0086
82943,0,0.0147
82944,0,0.0014
82945,0,0.1937
82946,0,0.0135
82947,1,0.8768
82948,0,0.2197
82949,0,0.0023
82950,0,0.0008
82951,0,0.0
82952,0,0.2419
82953,1,0.9827
82954,0,0.0018
82955,0,0.0674
82956,0,0.0683
82957,1,0.819
82958,0,0.0158
82959,0,0.0324
82960,0,0.0046
82961,0,0.0028
82962,0,0.0412
82963,1,0.6942
82964,0,0.004
82965,0,0.0021
82966,1,0.9777
82967,1,0.9967
82968,0,0.0066
82969,0,0.0155
82970,0,0.0168
82971,0,0.0002
82972,1,0.9897
82973,0,0.0432
82974,0,0.0065
82975,0,0.0004
82976,0,0.0387
82977,0,0.0134
82978,0,0.0747
82979,0,0.0247
82980,0,0.0243
82981,0,0.0132
82982,0,0.0537
82983,0,0.0273
82984,0,0.0034
82985,0,0.0035
82986,0,0.0018
82987,0,0.0379
82988,0,0.0541
82989,0,0.0173
82990,0,0.007
82991,0,0.3395
82992,0,0.0211
82993,0,0.0
82994,0,0.0043
82995,0,0.0026
82996,0,0.0017
82997,1,0.5991
82998,0,0.0021
82999,0,0.0006
83000,0,0.0029
83001,1,0.9247
83002,0,0.0019
83003,0,0.0041
83004,0,0.0064
83005,1,0.5198
83006,0,0.0049
83007,0,0.0031
83008,0,0.136
83009,0,0.0493
83010,0,0.0503
83011,1,0.8899
83012,0,0.1875
83013,0,0.004
83014,0,0.1307
83015,0,0.1399
83016,0,0.0471
83017,0,0.0028
83018,0,0.0498
83019,1,0.6768
83020,0,0.0018
83021,0,0.0548
83022,0,0.0049
83023,0,0.0009
83024,0,0.0
83025,0,0.001
83026,0,0.0032
83027,0,0.0109
83028,0,0.0188
83029,0,0.0645
83030,0,0.0004
83031,0,0.0094
83032,0,0.0107
83033,0,0.0216
83034,0,0.0052
83035,0,0.0651
83036,0,0.1637
83037,1,0.9804
83038,0,0.1541
83039,0,0.4109
83040,0,0.0076
83041,0,0.0598
83042,0,0.0182
83043,0,0.0207
83044,0,0.0016
83045,0,0.071
83046,0,0.0214
83047,0,0.0063
83048,0,0.1134
83049,0,0.0018
83050,0,0.0014
83051,0,0.0234
83052,0,0.0013
83053,0,1e-04
83054,0,0.0026
83055,0,0.0046
83056,0,0.0023
83057,0,0.246
83058,0,0.1164
83059,0,0.0163
83060,0,0.0347
83061,0,0.1188
83062,0,0.0263
83063,1,0.9329
83064,0,0.0136
83065,0,0.0009
83066,0,0.0019
83067,0,0.0149
83068,1,0.9772
83069,0,0.0156
83070,0,0.0092
83071,0,0.0774
83072,0,0.4509
83073,0,0.0007
83074,0,0.0092
83075,0,0.0223
83076,0,0.0
83077,0,0.006
83078,0,0.0112
83079,1,0.6899
83080,0,0.2713
83081,0,0.0007
83082,0,0.0082
83083,0,0.0238
83084,0,1e-04
83085,0,0.0009
83086,0,0.0786
83087,0,0.0009
83088,0,0.0043
83089,0,0.0008
83090,0,0.0183
83091,0,0.0798
83092,1,0.9949
83093,0,0.0009
83094,0,0.0049
83095,0,0.0062
83096,0,0.0474
83097,0,0.0003
83098,0,0.0299
83099,0,0.0005
83100,0,0.0144
83101,0,0.0114
83102,1,0.7704
83103,0,0.0017
83104,0,0.0216
83105,0,0.0059
83106,0,0.1538
83107,0,0.2292
83108,0,0.0897
83109,0,0.0391
83110,0,0.0059
83111,0,0.002
83112,0,0.0373
83113,0,0.0004
83114,0,0.0028
83115,0,0.1927
83116,0,0.0027
83117,0,0.0008
83118,0,0.135
83119,0,0.0015
83120,0,0.0191
83121,0,0.0
83122,1,0.8589
83123,0,0.0819
83124,0,0.0032
83125,0,0.0169
83126,0,0.0019
83127,0,0.039
83128,0,0.1766
83129,0,0.0035
83130,1,0.9333
83131,0,0.0025
83132,0,0.0178
83133,0,0.0069
83134,0,0.081
83135,0,0.0236
83136,1,0.9018
83137,0,0.0188
83138,0,0.0445
83139,0,0.0008
83140,0,0.015
83141,0,0.0239
83142,0,0.0854
83143,0,0.0
83144,0,0.027
83145,0,0.0265
83146,0,0.0014
83147,0,0.0241
83148,0,0.0933
83149,0,0.1016
83150,0,0.0036
83151,0,0.0083
83152,0,0.0353
83153,0,0.0014
83154,0,0.0012
83155,1,0.9466
83156,0,0.004
83157,0,0.1108
83158,0,0.0014
83159,0,0.0155
83160,0,0.1313
83161,0,0.0686
83162,0,0.0753
83163,0,0.0047
83164,0,0.0177
83165,0,0.0332
83166,0,0.0043
83167,0,0.463
83168,1,0.6073
83169,0,0.0055
83170,0,0.4995
83171,0,0.204
83172,0,0.0348
83173,0,0.0234
83174,0,0.0091
83175,0,0.0208
83176,1,0.9887
83177,0,0.0024
83178,0,0.0074
83179,0,0.0294
83180,1,0.9806
83181,0,0.0136
83182,0,0.0047
83183,0,0.0164
83184,0,0.0026
83185,1,0.9687
83186,0,0.2032
83187,0,0.0015
83188,0,0.029
83189,0,0.0299
83190,0,0.0016
83191,0,0.0015
83192,1,0.5791
83193,0,0.0063
83194,0,0.0143
83195,0,0.0082
83196,0,0.0688
83197,0,0.0003
83198,0,0.0912
83199,0,0.0117
83200,0,0.0046
83201,0,0.0296
83202,1,0.7799
83203,0,0.0048
83204,0,0.0008
83205,0,0.1341
83206,0,1e-04
83207,1,0.9712
83208,0,0.0081
83209,0,0.0002
83210,0,0.2152
83211,0,0.0471
83212,0,0.0108
83213,0,0.0624
83214,0,0.0033
83215,1,0.5071
83216,1,0.9934
83217,0,0.0259
83218,0,0.0146
83219,0,0.0016
83220,0,0.1319
83221,0,0.0769
83222,0,0.0039
83223,0,0.0026
83224,0,0.0073
83225,0,0.0231
83226,1,0.7723
83227,1,0.6959
83228,0,0.0659
83229,0,0.0519
83230,0,0.0003
83231,1,0.9753
83232,0,0.0138
83233,0,0.0004
83234,1,0.9933
83235,0,0.0
83236,0,0.0003
83237,0,0.4337
83238,1,0.9665
83239,0,0.0127
83240,1,0.7713
83241,0,0.0181
83242,1,0.9953
83243,0,0.0412
83244,0,0.0073
83245,0,0.002
83246,0,0.2201
83247,0,0.0024
83248,0,0.0009
83249,0,0.0087
83250,0,0.0145
83251,0,0.0161
83252,0,0.021
83253,0,0.1418
83254,0,0.0077
83255,0,0.0197
83256,0,0.0183
83257,0,1e-04
83258,0,0.0079
83259,0,0.0076
83260,0,0.0432
83261,0,0.055
83262,1,0.9361
83263,0,0.007
83264,0,0.0072
83265,1,0.9856
83266,0,0.0038
83267,0,0.0604
83268,0,0.0017
83269,0,0.0005
83270,0,0.0264
83271,0,0.0327
83272,0,0.0102
83273,0,0.0011
83274,0,0.0752
83275,0,1e-04
83276,0,0.0012
83277,0,0.0058
83278,0,0.0412
83279,0,0.0053
83280,0,0.0451
83281,0,0.0088
83282,0,0.0212
83283,0,0.0022
83284,0,1e-04
83285,0,0.0682
83286,1,0.9558
83287,0,0.0029
83288,0,0.0109
83289,0,0.0069
83290,0,0.0018
83291,0,0.2642
83292,0,0.0004
83293,0,0.0003
83294,0,0.0018
83295,0,0.003
83296,0,0.0006
83297,0,0.0097
83298,0,0.0163
83299,0,0.0015
83300,0,0.0033
83301,0,0.1337
83302,0,0.0272
83303,0,0.0897
83304,0,0.2225
83305,0,0.0142
83306,0,0.1106
83307,0,0.0035
83308,0,0.0119
83309,0,0.0031
83310,0,0.0013
83311,0,0.0025
83312,0,0.003
83313,0,0.0229
83314,0,0.0555
83315,0,0.001
83316,0,0.0018
83317,1,0.9898
83318,0,0.0064
83319,0,0.0564
83320,1,0.8862
83321,0,0.1298
83322,0,0.0004
83323,0,0.0168
83324,0,0.0016
83325,0,0.0414
83326,0,0.0621
83327,0,0.0002
83328,0,0.1856
83329,0,0.0024
83330,0,0.0016
83331,1,0.9965
83332,0,0.0
83333,0,0.1325
83334,0,0.0004
83335,0,0.0002
83336,0,0.0277
83337,0,0.013
83338,1,0.9712
83339,0,0.0745
83340,0,0.0053
83341,0,0.036
83342,1,0.9645
83343,0,0.0218
83344,0,0.0219
83345,0,0.0102
83346,0,0.0015
83347,0,0.0012
83348,0,0.0024
83349,0,0.0063
83350,1,0.9983
83351,0,0.02
83352,0,0.0148
83353,0,0.0094
83354,0,0.029
83355,0,0.1544
83356,0,0.0024
83357,1,0.9952
83358,0,0.0638
83359,0,0.1251
83360,1,0.8561
83361,0,0.0032
83362,0,0.1102
83363,0,0.003
83364,1,0.9798
83365,0,0.0004
83366,1,0.9177
83367,0,0.0099
83368,0,0.002
83369,0,0.0021
83370,0,0.0508
83371,1,0.9376
83372,1,0.9217
83373,0,0.0208
83374,1,0.5993
83375,0,0.0262
83376,1,0.998
83377,0,0.0151
83378,1,0.7581
83379,0,0.1119
83380,0,0.069
83381,1,0.8513
83382,0,0.1039
83383,0,0.0129
83384,0,0.027
83385,0,0.079
83386,0,0.0031
83387,0,0.0228
83388,0,0.0003
83389,0,0.0074
83390,1,0.9613
83391,0,0.0621
83392,0,0.0061
83393,0,0.0138
83394,0,0.0215
83395,0,0.009
83396,0,0.144
83397,0,0.006
83398,0,0.4667
83399,0,0.0101
83400,0,0.1111
83401,0,0.0051
83402,0,0.0004
83403,1,0.9997
83404,1,0.986
83405,0,0.0321
83406,0,0.0235
83407,0,0.0123
83408,0,0.0138
83409,0,0.0683
83410,0,0.0154
83411,0,0.0169
83412,1,0.9637
83413,0,0.018
83414,0,0.0031
83415,0,0.0554
83416,0,0.1697
83417,0,0.0119
83418,0,0.0069
83419,1,0.97
83420,0,0.0237
83421,0,0.0207
83422,0,0.0723
83423,0,0.052
83424,0,0.0003
83425,0,0.0007
83426,0,0.0007
83427,1,0.9833
83428,0,0.0003
83429,0,0.0031
83430,0,0.0537
83431,0,0.0709
83432,1,0.625
83433,0,0.0049
83434,0,0.058
83435,0,0.0018
83436,0,0.0065
83437,0,0.0005
83438,0,0.0
83439,0,0.0274
83440,0,0.0543
83441,0,0.1234
83442,0,0.0057
83443,0,0.0002
83444,0,0.2446
83445,0,0.0235
83446,0,0.0019
83447,0,1e-04
83448,0,0.0007
83449,0,0.132
83450,0,0.0174
83451,0,0.0137
83452,0,0.0034
83453,0,0.0732
83454,0,0.003
83455,0,0.051
83456,0,0.0071
83457,0,0.0251
83458,0,1e-04
83459,0,0.0007
83460,0,0.0235
83461,0,0.1496
83462,0,0.0006
83463,0,0.0095
83464,0,0.0018
83465,0,0.1047
83466,0,0.0017
83467,0,0.0036
83468,0,0.0008
83469,0,0.0035
83470,0,0.0131
83471,0,0.0038
83472,0,0.0113
83473,0,0.0233
83474,0,0.0878
83475,0,0.2014
83476,0,0.0075
83477,1,0.8947
83478,0,0.1604
83479,0,0.0197
83480,0,0.0167
83481,0,0.0735
83482,0,0.0005
83483,0,0.1195
83484,1,0.9647
83485,1,0.9735
83486,0,0.2008
83487,1,0.802
83488,0,0.0189
83489,0,0.0029
83490,0,0.0046
83491,0,0.0264
83492,0,0.0118
83493,0,0.0015
83494,0,0.0325
83495,0,0.0044
83496,0,0.0683
83497,0,0.0336
83498,0,0.0047
83499,0,0.0463
83500,0,0.0414
83501,0,0.0043
83502,0,0.007
83503,0,0.0079
83504,0,0.0534
83505,0,0.0106
83506,0,0.0743
83507,0,0.0006
83508,0,0.0077
83509,0,0.0109
83510,0,1e-04
83511,0,0.0011
83512,0,0.017
83513,0,0.0323
83514,1,0.8433
83515,0,0.0012
83516,0,0.0
83517,0,0.0127
83518,0,0.001
83519,0,0.0799
83520,1,0.9956
83521,0,0.0131
83522,0,0.101
83523,1,0.9957
83524,0,0.0533
83525,0,0.0015
83526,0,0.0085
83527,0,0.0413
83528,0,0.0389
83529,0,0.0008
83530,0,0.0049
83531,1,0.7806
83532,1,0.9769
83533,1,0.9588
83534,0,0.0058
83535,0,0.0033
83536,0,0.0004
83537,0,0.029
83538,0,0.0054
83539,1,0.8706
83540,0,0.0057
83541,0,0.4316
83542,0,0.0077
83543,0,0.0147
83544,0,0.0003
83545,0,0.1427
83546,0,0.0002
83547,0,0.0016
83548,0,0.0021
83549,0,0.0102
83550,0,0.0936
83551,0,0.0069
83552,0,0.0701
83553,1,0.9933
83554,0,0.0076
83555,1,0.7234
83556,0,0.0076
83557,0,0.0124
83558,0,0.1521
83559,0,0.1022
83560,0,1e-04
83561,0,0.042
83562,0,0.0076
83563,0,0.0919
83564,0,0.0116
83565,0,0.0515
83566,0,0.0704
83567,0,0.1322
83568,0,0.0011
83569,0,0.0029
83570,0,0.0135
83571,0,0.0046
83572,0,0.0027
83573,0,0.0533
83574,0,0.0293
83575,0,0.054
83576,0,0.0503
83577,0,0.0543
83578,0,0.0557
83579,0,0.0038
83580,0,0.0664
83581,0,0.0004
83582,0,0.0002
83583,0,0.0143
83584,0,1e-04
83585,0,0.0057
83586,0,0.0064
83587,0,0.0778
83588,1,0.8681
83589,1,0.9976
83590,0,0.0129
83591,0,0.0307
83592,0,0.0109
83593,0,0.042
83594,0,0.0167
83595,0,0.1489
83596,0,0.0188
83597,0,0.0148
83598,0,0.1835
83599,0,0.0094
83600,0,0.0594
83601,0,0.0328
83602,0,0.0057
83603,0,0.0026
83604,0,0.0047
83605,0,0.0003
83606,1,0.9936
83607,1,0.9973
83608,0,0.0021
83609,0,0.0268
83610,0,0.0046
83611,0,0.0033
83612,0,0.0884
83613,0,0.0045
83614,0,0.0006
83615,0,0.005
83616,0,0.026
83617,0,0.0297
83618,1,0.9827
83619,0,0.0175
83620,0,0.0013
83621,0,0.1545
83622,0,0.0005
83623,0,0.0648
83624,1,0.999
83625,0,0.0045
83626,0,0.016
83627,0,0.0002
83628,0,0.0192
83629,0,0.0099
83630,0,0.178
83631,0,0.0479
83632,0,0.0007
83633,0,0.0011
83634,1,0.9769
83635,0,0.0008
83636,0,0.0125
83637,0,0.1514
83638,1,0.9964
83639,0,0.0002
83640,0,0.0515
83641,0,0.0096
83642,0,0.0006
83643,0,0.0038
83644,0,0.0464
83645,0,0.0722
83646,1,0.9967
83647,0,0.1949
83648,1,0.5683
83649,0,1e-04
83650,1,0.9995
83651,0,0.0007
83652,0,0.2103
83653,0,0.0578
83654,1,0.7381
83655,0,0.0201
83656,0,0.0081
83657,0,0.0252
83658,0,0.0254
83659,0,0.0018
83660,0,0.0169
83661,0,0.005
83662,0,0.0413
83663,0,0.0112
83664,0,0.0014
83665,1,0.7066
83666,0,0.0014
83667,0,0.0344
83668,0,0.0002
83669,0,0.0144
83670,0,0.0021
83671,0,0.135
83672,0,0.0108
83673,1,0.9965
83674,0,0.0061
83675,0,0.0083
83676,0,0.0655
83677,0,0.0058
83678,0,0.0063
83679,0,0.0061
83680,0,0.0007
83681,0,0.0151
83682,0,0.0059
83683,0,0.0128
83684,0,0.0684
83685,0,0.0635
83686,0,0.0203
83687,0,0.0189
83688,0,0.0499
83689,1,0.9992
83690,0,0.0085
83691,0,0.0282
83692,0,0.0766
83693,0,0.2627
83694,0,0.0012
83695,0,0.0123
83696,0,0.4407
83697,0,0.0047
83698,0,0.0563
83699,0,0.0733
83700,0,0.0064
83701,0,0.0642
83702,0,0.0045
83703,0,0.0
83704,0,0.149
83705,0,0.0212
83706,0,0.0076
83707,0,0.0071
83708,0,0.0037
83709,0,0.0343
83710,0,0.0991
83711,0,0.0332
83712,0,0.0134
83713,1,0.9965
83714,0,0.0942
83715,0,0.0007
83716,0,0.0076
83717,0,0.148
83718,0,0.0213
83719,0,0.0065
83720,0,0.0359
83721,0,0.0035
83722,0,1e-04
83723,0,0.0242
83724,0,0.0037
83725,0,0.012
83726,0,0.0294
83727,0,0.1071
83728,0,0.0059
83729,0,0.0013
83730,0,0.0256
83731,0,0.2184
83732,1,0.7732
83733,0,0.0006
83734,0,0.0533
83735,0,0.0005
83736,0,0.0033
83737,0,0.0032
83738,0,0.0011
83739,0,0.004
83740,0,0.3858
83741,1,0.9584
83742,0,0.0108
83743,0,0.0082
83744,0,0.0723
83745,0,0.0085
83746,0,0.001
83747,0,0.0008
83748,0,0.0075
83749,0,0.0125
83750,0,0.0026
83751,0,0.0
83752,0,0.0036
83753,0,0.008
83754,1,0.9663
83755,0,0.0383
83756,0,0.0582
83757,0,0.1052
83758,0,0.0018
83759,0,0.0211
83760,1,0.9725
83761,0,0.0008
83762,0,0.0121
83763,0,0.0031
83764,0,1e-04
83765,0,0.0245
83766,0,0.224
83767,0,0.0107
83768,0,0.0075
83769,0,0.0207
83770,1,0.941
83771,0,0.0011
83772,0,0.0232
83773,0,0.0034
83774,0,0.0022
83775,0,0.0231
83776,0,0.0007
83777,0,0.0345
83778,1,0.8396
83779,0,0.0016
83780,0,0.1251
83781,0,0.0176
83782,0,0.0279
83783,0,0.0038
83784,0,0.0024
83785,0,0.0166
83786,0,0.0208
83787,0,0.0072
83788,0,1e-04
83789,0,0.0338
83790,0,0.0112
83791,0,0.0194
83792,1,0.9449
83793,0,0.0853
83794,0,0.0343
83795,0,0.0294
83796,0,0.1124
83797,0,0.0153
83798,0,0.0011
83799,0,0.0253
83800,0,0.1838
83801,1,0.9713
83802,0,0.1318
83803,0,0.0069
83804,0,0.0072
83805,0,0.0321
83806,0,0.0239
83807,1,0.92
83808,1,0.9679
83809,0,0.0116
83810,1,0.9993
83811,0,0.0057
83812,0,0.0063
83813,0,0.0068
83814,0,0.001
83815,0,0.0231
83816,0,0.0039
83817,0,0.0055
83818,0,0.1792
83819,1,0.9942
83820,0,0.1112
83821,0,0.0666
83822,0,0.1357
83823,0,0.0087
83824,0,0.0701
83825,0,0.0022
83826,0,0.0665
83827,0,0.0054
83828,0,0.0924
83829,0,0.0954
83830,0,0.1585
83831,1,0.9981
83832,0,0.0247
83833,0,0.0717
83834,0,0.008
83835,0,0.0148
83836,0,0.1112
83837,0,0.0062
83838,0,0.0036
83839,1,0.9979
83840,0,0.1413
83841,0,0.0929
83842,0,0.0184
83843,0,0.0112
83844,0,0.0016
83845,0,0.0059
83846,1,0.9066
83847,0,0.0048
83848,1,0.9989
83849,0,0.0023
83850,0,0.0017
83851,0,0.0026
83852,0,0.002
83853,0,0.0005
83854,0,0.1461
83855,0,0.0043
83856,0,0.001
83857,0,0.0823
83858,0,0.006
83859,0,0.0009
83860,0,0.049
83861,0,0.054
83862,0,0.0066
83863,0,0.1658
83864,0,0.0053
83865,0,0.008
83866,0,0.0049
83867,0,0.0282
83868,0,0.0054
83869,0,0.0331
83870,0,0.001
83871,0,0.0004
83872,0,0.1391
83873,0,0.4413
83874,0,0.0712
83875,0,0.0307
83876,0,0.011
83877,0,0.0319
83878,0,0.0002
83879,0,0.0057
83880,0,0.0401
83881,1,0.9886
83882,0,0.0055
83883,0,0.0078
83884,0,0.0433
83885,0,0.1518
83886,0,0.0194
83887,0,0.3903
83888,0,0.0086
83889,0,0.0062
83890,0,0.0022
83891,0,0.0063
83892,0,0.0099
83893,0,0.0617
83894,0,0.0021
83895,0,0.0029
83896,0,0.0008
83897,0,0.0526
83898,0,0.0275
83899,0,0.0379
83900,0,0.0008
83901,0,0.0406
83902,0,0.002
83903,0,0.0742
83904,0,0.0025
83905,0,0.0192
83906,0,0.2857
83907,1,0.96
83908,0,0.006
83909,0,0.1564
83910,0,0.0009
83911,0,0.0038
83912,0,0.0024
83913,0,0.0555
83914,0,0.0097
83915,0,0.0092
83916,0,0.0041
83917,0,0.0011
83918,0,0.0156
83919,0,0.0199
83920,0,0.0408
83921,0,0.0838
83922,0,0.0108
83923,0,0.0212
83924,1,0.7181
83925,0,1e-04
83926,0,0.0493
83927,0,0.0214
83928,0,0.0111
83929,1,0.8786
83930,1,0.9933
83931,0,0.002
83932,0,0.0118
83933,0,0.0164
83934,0,0.0016
83935,0,0.013
83936,0,0.0055
83937,0,1e-04
83938,0,0.0006
83939,1,0.9987
83940,0,0.0023
83941,0,0.0369
83942,0,0.0041
83943,1,0.9947
83944,0,0.01
83945,0,0.0037
83946,0,0.1516
83947,0,0.0581
83948,0,0.1923
83949,0,0.0003
83950,0,0.3029
83951,0,0.0102
83952,0,0.1297
83953,1,0.9079
83954,0,0.0094
83955,0,0.0028
83956,0,0.0111
83957,0,0.0009
83958,0,0.0272
83959,0,0.0049
83960,0,0.1685
83961,0,0.0024
83962,0,0.0034
83963,1,0.8652
83964,0,0.1046
83965,0,0.0
83966,0,0.0031
83967,0,0.0285
83968,0,0.0063
83969,0,0.0132
83970,0,0.001
83971,0,0.0657
83972,0,0.0152
83973,0,0.001
83974,0,0.3441
